career_domain,math_scores,cs_fundamentals_scores,cgpa,cognitive_ability_score,programming_skill,web_dev_skill,mobile_dev_skill,data_analytics_skill,data_science_ml_skill,db_sql_skill,cloud_devops_skill,cybersecurity_skill,networking_sysadmin_skill,ui_ux_design_skill,qa_testing_skill,business_analysis_skill,interest_dev_overall,interest_data_overall,interest_cloud_infra_overall,interest_cybersecurity,interest_ui_ux_design,interest_business_and_management,teamwork_behavior,learning_motivation,communication_skill,professional_discipline_score,project_count,project_complexity,internship_experience_count,github_repos_count,github_commits_90d,certifications_total,lang_python,lang_java,lang_javascript,lang_c_cpp,lang_sql,frontend_react,frontend_angular,backend_node,backend_django,backend_spring,db_postgres,data_tool_spark,data_tool_airflow,data_tool_kafka,cloud_aws,cloud_azure,devops_docker,devops_kubernetes,devops_terraform,observability_prometheus,observability_grafana,security_tool_siem,security_tool_wireshark,security_tool_burpsuite,testing_tool_selenium,testing_tool_jmeter,mobile_kotlin,mobile_flutter,projects_backend,projects_frontend,projects_fullstack,projects_mobile_android,projects_data_analytics,projects_data_engineering,projects_ml_ai,projects_cloud,projects_devops,projects_security_defense,projects_security_offense,projects_embedded,system_design_score,distributed_systems_knowledge_score,cloud_arch_patterns_score,data_modeling_skill,api_design_skill,siem_experience_score,incident_response_cases,vuln_assessments_done,pentest_tools_known_count,compliance_frameworks_known_count,embedded_c_cpp_skill,microcontroller_projects_count,rtos_experience_score,firmware_debugging_skill,job_role
Cybersecurity,65.16,80.93,7.88,4.05,9.66,3.95,1.26,5.06,2.27,2.59,9.79,8.98,7.22,5.09,6.32,1.01,5.58,4.52,5.06,6.58,8.56,4.8,4.02,5.83,6.29,0.77,5,8.16,0,3,55,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,2.79,7.2,4.63,4.3,8.07,6.91,5,7,5,5,4.29,0,2.7,1.41,Cloud Security Engineer
UI/UX & Product,82.1,58.32,8.3,5.17,3.51,5.84,4.56,5.88,2.15,3.63,1.45,0.79,2.32,10.0,7.04,7.3,6.89,4.5,4.45,2.55,7.6,5.74,6.18,3.82,7.43,0.59,7,4.11,1,16,190,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,3.84,0.7,2.44,2.61,3.89,0,0,0,0,3.89,0,2.2,3.71,Product Analyst
Software Engineering,75.61,85.1,7.29,5.1,7.38,2.63,6.57,6.07,4.54,2.63,5.0,1.83,6.61,6.15,7.8,3.54,8.66,3.42,5.44,6.87,5.16,7.24,5.78,5.51,2.32,0.53,8,4.68,1,11,112,2,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,1,0,0,1,8.31,7.58,5.86,5.1,4.76,2.45,0,0,1,0,0.59,0,0.25,0.35,Systems Software Engineer
"Cloud, DevOps & Platform Engineering",75.18,85.87,9.08,6.17,10.0,3.77,2.66,8.58,6.98,5.0,8.15,5.72,9.42,2.98,6.15,2.06,3.71,4.25,7.96,5.7,7.25,5.52,5.53,7.55,6.07,0.83,12,2.8,2,13,249,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,7.08,8.57,9.28,6.45,7.82,4.74,1,0,0,1,2.92,0,2.52,3.42,Platform Engineer
Software Engineering,62.33,70.78,6.76,9.14,9.2,6.07,3.86,5.13,2.32,6.05,6.7,5.29,3.66,1.72,3.91,2.66,8.72,6.37,4.68,3.92,6.86,4.83,5.18,7.85,6.0,0.53,7,6.72,1,12,109,2,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.36,4.4,7.26,2.95,3.52,0.37,0,0,0,0,1.98,0,1.39,3.33,Game Developer
Cybersecurity,74.68,64.99,8.25,4.0,7.13,2.24,6.08,9.26,5.24,3.2,5.4,9.08,8.89,1.12,6.31,3.66,2.63,4.06,4.89,6.78,6.38,6.68,2.8,7.16,6.96,0.68,8,6.91,2,12,196,6,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,7.97,6.35,6.33,3.56,5.78,4.85,5,4,5,5,1.1,0,3.92,2.82,Cybersecurity Engineer
Data & Artificial Intelligence,62.65,78.83,8.09,5.96,4.59,5.06,4.26,9.4,9.7,8.43,5.81,3.13,5.53,4.18,1.38,4.0,6.36,6.36,6.85,4.53,4.78,9.09,4.96,3.37,3.78,0.38,9,4.47,1,9,112,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,3,1,0,1,0,0,5.6,7.24,3.62,9.29,6.01,1.27,0,0,0,0,4.16,0,1.04,4.54,Data Scientist
Quality Assurance & Testing,62.95,67.18,7.45,7.07,8.5,4.13,7.0,6.36,2.05,5.08,3.19,2.16,5.55,4.35,7.81,3.42,6.1,3.25,6.86,5.3,2.0,5.18,6.96,6.94,7.37,0.6,6,7.48,3,4,233,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,2,1,0,1,6.86,4.7,4.28,5.14,6.23,1.85,0,1,0,0,3.1,0,2.77,5.36,Test Architect
Quality Assurance & Testing,59.1,76.36,6.85,8.25,6.6,3.49,8.07,2.2,2.08,6.86,2.06,3.29,1.15,5.2,9.03,4.59,6.36,1.77,5.36,7.78,3.78,6.64,6.35,7.35,5.38,0.85,11,5.1,2,10,212,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,2,0,0,0,0,0,0,8.2,6.08,2.1,4.73,7.55,1.81,0,0,0,0,3.36,0,2.07,3.01,Automation Test Engineer
Systems & Infrastructure,80.42,65.94,7.11,3.38,6.63,2.92,8.64,5.05,0.73,10.0,6.68,1.95,6.94,2.03,4.17,5.05,7.12,1.97,5.05,7.31,9.64,7.2,4.1,8.91,4.76,0.82,6,6.52,1,8,139,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,3,0,0,0,0,6.61,4.91,5.02,5.33,4.12,2.83,0,0,0,0,5.89,0,5.85,6.36,Database Administrator
UI/UX & Product,60.67,76.3,8.38,6.26,6.71,3.42,8.98,5.82,1.85,3.07,3.28,1.43,4.99,8.88,5.62,6.74,2.47,5.12,5.2,4.84,8.23,10.0,9.25,4.01,9.72,0.57,10,6.5,2,11,219,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,3.7,5.5,0.96,8.35,5.83,3.71,1,0,0,0,3.07,0,1.84,3.34,Associate Product Manager
Data & Artificial Intelligence,66.53,82.07,7.59,9.8,5.2,3.96,5.97,8.33,10.0,7.77,6.17,0.66,4.06,3.1,3.84,9.5,5.21,8.21,4.07,7.29,4.99,8.17,7.45,6.53,2.92,0.62,11,4.44,1,13,242,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2.0,6.98,5.88,7.1,6.12,2.0,0,0,1,0,4.6,0,3.27,2.77,Data Scientist
Data & Artificial Intelligence,67.93,66.88,9.91,6.39,7.16,2.48,4.91,8.69,5.33,7.98,8.02,1.33,4.77,1.92,4.95,4.56,5.24,8.4,6.22,6.06,9.68,5.35,5.04,7.67,8.77,0.69,4,4.5,0,10,39,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,3.28,5.63,2.65,7.39,5.09,3.64,1,0,0,0,1.29,0,3.18,2.24,Data Analyst
Data & Artificial Intelligence,80.68,84.3,7.6,7.62,8.86,4.08,5.11,6.36,10.0,6.27,5.39,2.32,5.18,5.19,4.56,6.19,4.91,7.99,4.99,5.43,5.95,6.14,3.73,7.84,4.17,0.55,8,7.14,2,15,200,3,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,3,0,0,1,0,8.12,4.02,2.45,6.11,4.86,0.34,0,0,0,0,1.32,0,4.21,2.43,Data Engineer
UI/UX & Product,59.18,61.03,8.21,6.78,1.74,6.38,3.22,6.57,3.08,5.68,3.81,3.06,0.61,9.86,3.86,8.17,6.62,4.59,7.22,6.62,7.09,8.82,8.3,3.34,9.84,0.43,4,3.73,2,7,151,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,4.81,5.74,4.44,4.06,4.67,2.44,0,0,0,0,4.46,0,2.15,1.86,Associate Product Manager
Quality Assurance & Testing,60.58,65.77,7.46,7.28,4.84,2.84,5.93,4.15,2.68,6.59,3.15,0.83,5.86,4.85,9.94,4.63,4.42,7.47,5.33,4.68,6.09,6.84,8.38,7.83,5.67,0.6,6,3.47,1,12,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,1,7.33,5.51,1.91,0.56,6.62,0.89,0,0,0,0,3.13,0,1.78,1.29,Automation Test Engineer
Cybersecurity,55.42,69.45,8.11,6.1,4.81,3.82,1.4,3.08,0.84,0.99,7.18,7.97,6.07,3.85,5.92,2.71,4.97,5.9,5.13,8.12,5.38,4.91,4.86,7.37,7.54,0.51,5,5.68,0,7,48,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.44,4.65,3.98,5.88,3.24,9.36,20,2,0,2,1.07,0,3.67,4.14,SOC Analyst
Data & Artificial Intelligence,92.6,93.89,8.28,6.76,4.68,2.72,2.73,9.29,6.17,7.24,5.99,3.59,2.55,2.26,5.03,6.43,8.68,7.34,4.72,3.93,3.35,4.51,6.04,9.07,7.55,0.69,6,5.12,1,8,40,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,9.04,5.14,6.8,1.76,2.25,0.75,0,0,0,0,1.53,1,1.27,3.24,BI Analyst
Cybersecurity,47.13,77.55,7.41,4.58,5.76,1.06,2.59,6.08,1.98,6.17,4.52,9.63,8.16,1.85,5.38,10.0,4.57,1.38,5.53,8.92,6.03,4.67,2.94,6.33,8.19,0.76,7,6.9,0,12,119,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5.98,6.17,3.16,4.69,5.38,5.06,3,0,0,7,0.0,0,2.52,1.58,GRC Analyst
Data & Artificial Intelligence,83.72,79.82,8.73,9.85,4.5,6.53,2.87,7.04,6.57,7.67,5.21,2.37,3.15,3.48,3.86,8.68,5.62,7.74,4.22,8.48,5.9,3.22,4.67,6.7,7.58,0.75,4,7.58,0,8,122,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.41,7.69,3.44,8.55,3.71,1.85,1,0,0,0,1.12,0,1.67,2.18,Data Engineer
"Cloud, DevOps & Platform Engineering",81.98,74.68,7.22,9.7,3.82,2.18,1.7,6.81,3.3,2.87,5.53,2.68,6.88,0.88,3.71,2.89,9.16,1.68,7.28,7.26,8.18,5.78,7.32,5.99,6.72,0.51,3,7.61,0,9,17,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32,5.27,6.39,2.29,6.23,2.99,0,0,0,0,3.23,1,3.01,1.75,Cloud Engineer
"Cloud, DevOps & Platform Engineering",72.38,63.64,7.68,5.7,7.9,3.14,2.24,6.96,6.66,8.17,8.07,7.7,8.07,4.26,7.52,2.75,7.7,9.98,9.29,4.36,6.95,4.82,6.0,5.2,6.77,0.68,12,7.85,3,14,251,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,2,1,1,0,8.31,8.47,8.03,4.69,7.5,0.9,4,0,0,0,4.32,0,4.56,3.48,Infrastructure Engineer
UI/UX & Product,62.0,58.44,7.37,5.87,6.07,4.5,4.42,8.74,1.86,7.33,1.54,2.58,2.85,8.83,3.54,4.27,5.8,7.22,6.05,6.9,7.07,6.54,8.08,6.39,7.04,0.69,11,3.86,1,17,183,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,4.82,4.91,2.16,5.98,6.23,4.16,0,1,0,0,2.48,0,4.46,5.17,UX Designer
"Cloud, DevOps & Platform Engineering",75.95,78.16,6.95,6.44,7.31,2.88,4.94,5.05,5.02,5.0,9.79,3.27,8.97,4.11,6.21,6.98,3.94,3.83,8.79,8.03,4.51,5.71,3.96,6.11,6.65,0.8,9,4.22,2,17,217,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,1,5,0,0,0,9.92,5.52,7.71,6.28,7.76,2.12,1,0,0,0,5.69,0,2.22,3.66,Solutions Architect
Cybersecurity,81.23,58.32,8.9,4.15,8.43,3.42,3.0,5.5,5.89,5.69,6.6,9.11,6.12,4.15,6.06,2.37,8.0,5.37,7.42,9.02,7.26,6.49,7.39,6.17,5.18,0.73,8,8.17,1,9,140,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,6,0,3.44,8.25,3.99,4.72,6.7,5.0,7,8,10,0,5.8,0,2.3,1.05,Penetration Tester
Cybersecurity,65.39,80.66,8.0,2.76,7.52,5.19,2.24,6.32,3.31,5.39,9.06,9.79,6.16,2.71,7.69,2.5,5.4,4.17,5.75,8.52,3.17,7.43,1.0,4.68,5.04,0.69,9,5.54,1,14,224,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,1,6.07,6.18,4.29,5.87,4.52,8.84,10,8,0,0,3.58,0,3.49,0.92,SOC Analyst
Data & Artificial Intelligence,96.96,88.2,6.65,8.03,7.64,4.83,2.32,8.4,8.72,9.17,6.47,3.2,3.71,3.94,1.63,6.76,7.03,9.08,4.38,5.94,4.54,7.11,5.56,8.31,4.17,0.61,5,4.57,1,10,70,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,2,1,2,0,0,0,6.53,6.43,5.2,6.08,5.73,2.28,0,1,0,0,0.36,0,0.48,4.07,Machine Learning Engineer
UI/UX & Product,70.27,73.0,8.62,2.69,2.47,6.54,4.34,7.57,2.88,4.85,0.26,2.04,3.07,9.96,4.93,7.22,3.45,5.5,6.22,6.79,9.11,7.86,8.04,7.39,6.29,0.49,6,5.81,0,7,87,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,3,0,0,0,0,5.33,4.22,0.0,5.85,1.29,1.16,0,0,0,0,1.35,0,1.66,2.08,UI Designer
Cybersecurity,68.28,72.33,7.0,6.2,8.24,4.46,2.96,5.34,5.75,1.59,5.52,2.11,7.47,1.23,4.88,6.87,3.55,3.6,6.75,9.35,4.92,4.59,3.45,7.93,7.32,0.74,5,5.44,1,16,91,5,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.65,4.64,3.1,4.08,5.43,4.18,1,1,0,8,1.37,2,1.78,4.13,GRC Analyst
Software Engineering,78.68,78.28,7.18,6.11,7.65,8.48,5.95,5.06,4.59,6.51,5.94,4.18,3.43,6.34,4.85,2.4,9.34,5.8,5.13,4.2,6.5,5.47,2.44,9.27,4.55,0.46,6,5.06,1,8,184,4,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,2,0,0,0,0,0,7.81,6.79,4.96,2.4,9.2,3.07,0,0,0,0,1.58,0,2.26,2.92,API Engineer
Cybersecurity,44.28,72.47,8.64,1.03,2.55,1.73,1.24,5.77,5.26,4.47,8.84,7.02,6.31,1.06,5.9,4.91,6.57,5.04,3.58,8.61,6.96,4.24,6.47,5.07,4.03,0.68,6,2.83,0,11,84,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,5.35,5.82,4.1,3.77,3.72,7.15,8,2,3,1,3.2,0,1.97,1.15,Security Analyst
UI/UX & Product,62.03,63.03,7.17,8.46,6.22,6.22,7.39,7.24,1.96,3.37,3.52,3.26,2.84,9.39,3.99,8.79,5.13,3.79,8.15,7.42,9.53,4.88,10.0,3.43,9.7,0.62,10,6.85,2,21,196,3,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,1,1,0,0,0,3.66,2.12,5.04,3.44,4.52,2.35,0,0,0,0,4.04,0,2.91,2.65,Product Analyst
Software Engineering,71.03,65.68,7.94,4.39,7.26,6.34,4.17,5.58,4.53,8.19,3.46,4.83,4.21,5.83,5.46,6.4,8.03,4.37,5.52,6.37,8.27,2.97,4.04,7.87,3.11,0.55,7,4.6,0,11,124,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,6.94,7.7,5.38,1.72,5.43,1.03,0,0,0,0,0.33,1,1.49,2.67,Systems Software Engineer
Cybersecurity,74.69,62.71,8.54,4.84,2.76,4.03,2.71,2.52,3.18,4.95,6.7,8.35,6.73,1.2,2.21,2.18,7.7,2.52,7.06,8.93,4.52,3.47,5.14,8.07,4.54,0.83,3,7.34,0,6,107,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.85,6.15,1.05,3.84,4.34,6.55,7,12,8,0,1.42,3,2.69,2.13,Penetration Tester
Systems & Infrastructure,54.45,67.73,7.51,5.5,7.38,3.16,5.03,6.81,2.52,8.75,2.95,4.82,6.73,4.59,5.94,6.7,1.69,6.74,7.25,3.68,5.74,6.11,6.5,9.05,8.11,0.87,12,4.82,3,15,245,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4,0,0,0,1,6,0,2,1,1,1,0,10.0,4.8,5.79,5.24,5.15,4.34,0,1,0,0,7.85,0,9.46,7.41,Database Administrator
Systems & Infrastructure,69.77,75.49,7.96,4.66,5.57,4.15,4.85,7.76,2.51,7.93,6.84,4.8,3.5,2.66,7.32,3.98,5.49,7.77,6.42,4.54,7.47,4.88,5.06,7.26,5.44,0.8,4,2.22,1,8,96,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6.21,6.7,4.56,7.34,7.15,3.31,0,1,0,1,5.03,0,5.76,6.71,Database Administrator
Cybersecurity,75.05,80.26,8.0,6.88,1.73,3.3,1.98,3.45,3.96,1.34,6.22,9.84,5.82,0.47,8.15,2.1,6.41,3.86,8.08,7.34,7.16,4.69,7.82,6.55,4.18,0.74,6,6.66,1,9,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,8.3,3.53,4.16,5.13,7.84,6.43,9,3,2,1,2.58,0,1.45,3.55,Security Analyst
Systems & Infrastructure,64.48,77.57,7.87,10.0,3.23,3.27,6.74,8.04,0.77,7.77,5.19,3.72,6.0,2.78,4.24,6.16,6.41,6.72,7.7,4.43,5.91,6.13,3.78,7.26,4.39,0.73,11,6.93,1,13,195,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,2,1,1,0,0,0,6.71,5.5,4.95,5.84,5.49,3.34,0,0,0,1,7.51,1,6.94,7.28,Database Administrator
Data & Artificial Intelligence,89.09,81.36,7.44,5.79,5.98,4.17,5.51,9.43,6.72,9.81,8.57,3.42,1.88,4.01,3.71,7.88,7.32,8.57,7.67,4.59,5.25,4.44,6.1,7.91,5.76,0.82,6,7.97,3,4,190,8,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,3,0,0,0,0,4.84,7.47,6.69,7.01,9.92,2.83,0,0,0,0,2.47,0,4.31,2.99,MLOps Engineer
Software Engineering,79.84,70.6,7.05,5.89,5.58,0.9,5.58,0.64,4.81,4.09,3.23,3.76,7.07,3.07,4.69,3.14,8.3,4.91,4.0,8.04,3.58,6.43,4.68,7.06,10.0,0.53,3,3.71,0,9,124,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,1,1,0,0,0,4.63,6.54,1.32,2.44,8.58,2.59,0,0,0,0,0.0,0,0.11,0.98,Application Support Engineer
Software Engineering,90.63,75.2,6.8,3.71,5.38,7.39,5.87,6.3,6.02,3.17,2.4,4.66,8.81,9.04,5.41,4.21,7.96,6.57,4.94,5.07,5.64,7.41,7.65,8.73,5.86,0.98,10,5.04,2,13,172,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4,3,1,0,0,2,0,0,0,0,0,6.36,4.47,2.8,5.87,10.0,1.0,0,0,0,0,1.05,0,0.65,1.55,Frontend Engineer
Quality Assurance & Testing,50.3,58.88,7.58,3.15,4.04,2.57,5.62,4.44,0.42,7.58,4.85,0.3,6.96,3.5,7.61,2.56,4.06,7.72,1.73,5.76,4.0,1.95,5.86,8.93,7.37,0.9,5,6.02,0,9,13,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,6.34,3.05,1.63,1.47,5.4,0.82,0,0,1,0,0.0,0,2.67,1.26,Performance Test Engineer
Systems & Infrastructure,74.42,63.33,7.87,7.09,7.71,3.49,7.25,6.51,0.98,8.52,2.58,2.74,7.45,2.02,4.53,3.68,6.03,5.43,6.4,3.26,3.41,8.17,8.01,9.58,4.0,0.86,6,5.08,1,5,80,5,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,5.4,8.44,5.64,7.98,5.04,0.07,0,0,0,0,5.16,0,5.96,5.5,Database Administrator
Software Engineering,68.04,82.2,7.09,4.91,8.04,3.32,6.37,2.92,4.47,4.69,5.76,6.31,3.51,5.35,2.61,5.72,7.87,2.82,6.05,6.6,4.49,5.34,6.26,7.24,5.06,0.5,3,5.16,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7.4,7.54,5.58,2.39,7.09,2.74,0,0,0,0,1.92,0,2.06,2.53,Systems Software Engineer
Software Engineering,72.7,86.31,8.12,5.7,7.73,4.28,4.01,6.29,7.39,5.31,7.63,3.84,8.38,6.51,5.32,7.89,9.42,5.64,6.29,6.84,4.29,5.88,5.99,7.37,8.21,0.61,7,6.77,1,8,39,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,8.96,9.06,3.47,3.78,5.21,0.48,0,0,0,0,2.48,1,5.05,0.0,Systems Software Engineer
Cybersecurity,70.41,71.58,7.47,4.76,4.64,3.05,2.8,4.68,5.1,2.91,7.02,8.41,6.16,3.32,6.4,6.96,7.94,6.81,6.82,8.73,7.37,7.27,6.06,6.28,6.14,0.79,8,6.19,2,11,214,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,7.89,6.97,5.56,4.5,5.95,10.0,12,13,4,4,2.38,0,4.74,3.94,SOC Analyst
Data & Artificial Intelligence,71.19,77.44,9.51,8.93,7.44,5.11,3.27,8.82,7.13,8.76,6.72,0.0,2.75,4.2,1.7,7.65,5.43,8.68,8.2,4.83,5.28,7.0,7.82,8.08,8.15,0.58,6,4.39,2,9,94,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,2,1,1,0,1,1,0,1,0,0,0,0,6.47,4.77,4.21,4.83,3.87,2.31,0,0,0,0,3.26,0,2.17,3.41,BI Analyst
Cybersecurity,62.15,67.85,8.21,4.78,7.0,1.45,1.61,4.22,3.96,2.76,4.86,8.66,8.44,2.41,6.38,4.03,5.09,5.69,6.68,8.35,5.39,5.56,3.92,7.82,5.53,0.74,11,6.03,2,15,297,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,2,1,0,7.65,4.34,6.55,7.13,3.15,5.94,22,9,6,2,5.04,0,3.29,0.57,Security Operations Engineer
Software Engineering,42.25,64.42,7.33,3.26,8.19,5.18,5.46,5.45,7.72,4.53,3.2,4.2,3.49,6.92,4.25,6.27,8.49,6.07,1.81,6.81,5.82,6.59,5.07,6.97,4.86,0.62,8,4.95,0,11,127,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,4.05,4.35,4.18,2.38,5.54,5.7,0,0,0,0,2.06,0,3.43,5.67,Full-Stack Developer
Systems & Infrastructure,62.71,63.08,8.24,6.64,4.16,3.04,7.33,7.99,3.17,9.44,3.88,5.36,6.48,3.05,4.18,5.79,4.66,6.34,4.34,4.4,6.8,4.54,5.94,5.37,5.92,0.36,10,3.75,2,13,169,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,6.75,5.67,4.34,7.14,6.94,1.65,1,0,0,0,5.81,0,4.17,6.25,Database Administrator
